CustomerID,Total_Revenue,Customer_Size
13837.0,271.24,Small
13838.0,691.73,Small
13841.0,85.0,Small
13842.0,3385.62,Small
13844.0,361.62,Small
13845.0,312.98,Small
13846.0,847.61,Small
13848.0,1255.0,Small
13849.0,1537.95,Small
13850.0,1586.81,Small
13851.0,2651.46,Small
13853.0,1056.94,Small
13854.0,8025.02,Medium
13856.0,363.4,Small
13858.0,216.17,Small
13859.0,201.16,Small
13860.0,1240.0,Small
13862.0,2187.31,Small
13863.0,299.56,Small
13865.0,501.56,Small
13866.0,145.67,Small
13867.0,1015.29,Small
13868.0,3192.54,Small
13869.0,3104.95,Small
13870.0,2751.25,Small
13871.0,6389.8,Medium
13873.0,381.7,Small
13874.0,540.45,Small
13875.0,1786.79,Small
13876.0,122.7,Small
13877.0,117.24,Small
13878.0,1281.53,Small
13880.0,3219.77,Small
13881.0,16989.52,Medium
13882.0,1131.28,Small
13883.0,2538.75,Small
13884.0,781.3,Small
13885.0,506.8,Small
13886.0,243.56,Small
13887.0,349.55,Small
13888.0,605.63,Small
13889.0,416.9,Small
13890.0,1860.86,Small
13892.0,632.97,Small
13893.0,821.1,Small
13894.0,535.97,Small
13895.0,2588.12,Small
13897.0,311.16,Small
13898.0,155.93,Small
13899.0,388.52,Small
13900.0,740.95,Small
13901.0,2867.2,Small
13904.0,332.64,Small
13908.0,2347.05,Small
13911.0,2580.91,Small
13914.0,613.95,Small
13917.0,272.04,Small
13918.0,1212.84,Small
13919.0,350.16,Small
13922.0,172.25,Small
13923.0,351.13,Small
13924.0,1682.08,Small
13925.0,616.65,Small
13926.0,223.85,Small
13927.0,348.99,Small
13928.0,464.57,Small
13929.0,802.85,Small
13930.0,337.34,Small
13931.0,1230.93,Small
13932.0,307.4,Small
13933.0,608.79,Small
13934.0,922.1,Small
13936.0,361.28,Small
13937.0,158.85,Small
13938.0,71.66,Small
13939.0,556.75,Small
13940.0,839.14,Small
13941.0,4912.41,Medium
13946.0,561.57,Small
13947.0,90.6,Small
13948.0,102.0,Small
13949.0,2427.32,Small
13950.0,728.56,Small
13951.0,674.45,Small
13952.0,3246.09,Small
13953.0,3515.68,Medium
13954.0,378.59,Small
13955.0,322.96,Small
13956.0,1026.42,Small
13958.0,-102.45,Small
13959.0,598.2,Small
13960.0,230.22,Small
13962.0,169.55,Small
13963.0,664.54,Small
13967.0,80.7,Small
13969.0,8986.69,Medium
13971.0,2702.22,Small
13972.0,190.25,Small
13973.0,264.7,Small
13974.0,413.59,Small
13975.0,2503.23,Small
13976.0,357.98,Small
13978.0,196.79,Small
13979.0,869.87,Small
13980.0,200.14,Small
13982.0,1861.11,Small
13983.0,2590.46,Small
13984.0,488.03,Small
13985.0,7024.53,Medium
13986.0,320.46,Small
13988.0,4098.8,Medium
13989.0,1266.08,Small
13990.0,311.3,Small
13991.0,850.63,Small
13992.0,76.8,Small
13993.0,3409.66,Small
13994.0,2313.14,Small
13995.0,1383.49,Small
13999.0,3865.26,Medium
14000.0,633.71,Small
14001.0,2030.33,Small
14002.0,529.73,Small
14004.0,4582.64,Medium
14005.0,2874.72,Small
14006.0,962.19,Small
14009.0,685.93,Small
14012.0,328.8,Small
14013.0,473.02,Small
14014.0,505.18,Small
14015.0,917.34,Small
14016.0,4328.46,Medium
14019.0,1398.96,Small
14020.0,642.8,Small
14021.0,631.9,Small
14022.0,440.0,Small
14023.0,584.07,Small
14024.0,327.7,Small
14027.0,104.82,Small
14029.0,467.66,Small
14030.0,2360.09,Small
14031.0,14634.64,Medium
14032.0,2929.84,Small
14034.0,512.02,Small
14035.0,1428.02,Small
14036.0,626.65,Small
14037.0,147.2,Small
14038.0,1554.48,Small
14039.0,152.2,Small
14040.0,3542.19,Medium
14041.0,141.41,Small
14044.0,652.82,Small
14045.0,1659.75,Small
14046.0,154.99,Small
14047.0,1290.01,Small
14048.0,375.13,Small
14049.0,5639.15,Medium
14050.0,746.36,Small
14051.0,15477.34,Medium
14052.0,225.36,Small
14053.0,260.25,Small
14054.0,92.46,Small
14055.0,725.64,Small
14056.0,8124.4,Medium
14057.0,6147.4,Medium
14059.0,183.6,Small
14060.0,6135.38,Medium
14062.0,10464.85,Medium
14064.0,1188.32,Small
14066.0,152.55,Small
14067.0,374.7,Small
14068.0,265.85,Small
14071.0,1307.41,Small
14073.0,139.54,Small
14075.0,942.26,Small
14076.0,122.47,Small
14077.0,499.42,Small
14078.0,1049.37,Small
14079.0,375.1,Small
14080.0,45.6,Small
14081.0,904.67,Small
14082.0,182.25,Small
14083.0,1018.43,Small
14085.0,4435.79,Medium
14087.0,181.67,Small
14088.0,50415.49,Large
14089.0,161.0,Small
14090.0,76.32,Small
14092.0,4063.1,Medium
14093.0,442.85,Small
14096.0,57120.91,Large
14098.0,147.35,Small
14099.0,3092.97,Small
14100.0,194.9,Small
14101.0,5976.79,Medium
14102.0,1314.73,Small
14104.0,216.21,Small
14105.0,1260.33,Small
14107.0,2688.48,Small
14108.0,594.16,Small
14109.0,80.2,Small
14110.0,5669.65,Medium
14111.0,688.6,Small
14112.0,2774.17,Small
14113.0,1377.92,Small
14114.0,386.53,Small
14116.0,1382.74,Small
14117.0,90.0,Small
14119.0,-19.9,Small
14121.0,2740.3,Small
14124.0,419.58,Small
14125.0,2740.43,Small
14126.0,643.63,Small
14127.0,709.71,Small
14128.0,637.5,Small
14129.0,1123.86,Small
14130.0,483.86,Small
14132.0,3580.13,Medium
14133.0,590.34,Small
14135.0,4690.31,Medium
14138.0,982.38,Small
14139.0,415.82,Small
14140.0,920.05,Small
14141.0,879.03,Small
14142.0,311.81,Small
14143.0,115.8,Small
14145.0,3148.2,Small
14146.0,2949.57,Small
14147.0,468.4,Small
14148.0,157.2,Small
14149.0,259.43,Small
14150.0,658.64,Small
14152.0,611.09,Small
14154.0,1345.62,Small
14155.0,118.75,Small
14156.0,113384.14,Large
14157.0,400.43,Small
14158.0,507.66,Small
14159.0,4678.3,Medium
14161.0,1110.52,Small
14162.0,289.36,Small
14163.0,2445.91,Small
14164.0,1631.77,Small
14165.0,122.54,Small
14167.0,574.84,Small
14171.0,363.79,Small
14173.0,450.84,Small
14174.0,134.46,Small
14175.0,3108.06,Small
14176.0,574.0,Small
14177.0,554.46,Small
14178.0,1620.93,Small
14179.0,719.78,Small
14180.0,4640.77,Medium
14184.0,452.89,Small
14185.0,197.65,Small
14188.0,2018.91,Small
14189.0,4604.31,Medium
14191.0,4660.01,Medium
14193.0,853.39,Small
14194.0,11216.75,Medium
14195.0,962.7,Small
14196.0,335.52,Small
14198.0,663.5,Small
14199.0,185.4,Small
14201.0,688.04,Small
14204.0,161.03,Small
14205.0,218.78,Small
14206.0,308.26,Small
14208.0,151.74,Small
14209.0,2067.13,Small
14210.0,1900.89,Small
14211.0,2208.3,Small
14212.0,1070.48,Small
14213.0,-1192.2,Small
14214.0,1000.23,Small
14215.0,1777.92,Small
14216.0,1839.3,Small
14217.0,1925.36,Small
14218.0,169.48,Small
14219.0,89.94,Small
14220.0,632.4,Small
14221.0,3427.85,Small
14222.0,683.17,Small
14223.0,975.23,Small
14224.0,1050.12,Small
14226.0,2201.64,Small
14227.0,3315.71,Small
14229.0,1450.6,Small
14231.0,822.06,Small
14232.0,2043.93,Small
14233.0,1447.51,Small
14234.0,775.46,Small
14235.0,3093.86,Small
14236.0,490.86,Small
14237.0,161.0,Small
14238.0,146.85,Small
14239.0,2323.5,Small
14240.0,890.34,Small
14241.0,213.7,Small
14242.0,280.55,Small
14243.0,2535.88,Small
14245.0,1677.48,Small
14246.0,1474.06,Small
14247.0,136.77,Small
14248.0,302.58,Small
14250.0,1904.05,Small
14251.0,2879.7,Small
14256.0,935.06,Small
14257.0,3087.27,Small
14258.0,12650.08,Medium
14259.0,120.0,Small
14261.0,1163.45,Small
14262.0,2618.23,Small
14264.0,319.47,Small
14265.0,530.18,Small
14267.0,1279.09,Small
14270.0,492.65,Small
14271.0,112.32,Small
14272.0,437.96,Small
14273.0,559.97,Small
14276.0,1019.39,Small
14277.0,3957.0,Medium
14280.0,134.04,Small
14282.0,3729.34,Medium
14284.0,578.45,Small
14285.0,1910.01,Small
14286.0,4595.81,Medium
14287.0,151.23,Small
14288.0,413.85,Small
14289.0,911.26,Small
14290.0,2307.45,Small
14291.0,3873.3,Medium
14292.0,4819.33,Medium
14293.0,1046.56,Small
14295.0,154.7,Small
14297.0,1284.06,Small
14298.0,50862.44,Large
14299.0,2855.35,Small
14300.0,43.2,Small
14301.0,632.04,Small
14304.0,197.1,Small
14305.0,1803.76,Small
14306.0,2083.42,Small
14307.0,2995.72,Small
14309.0,2319.68,Small
14311.0,229.71,Small
14312.0,1611.59,Small
14314.0,120.0,Small
14315.0,2456.98,Small
14317.0,508.58,Small
14320.0,343.11,Small
14321.0,1530.75,Small
14323.0,574.26,Small
14326.0,166.85,Small
14327.0,311.65,Small
14329.0,4928.74,Medium
14331.0,462.66,Small
14332.0,866.31,Small
14333.0,351.45,Small
14334.0,2539.46,Small
14335.0,468.26,Small
14336.0,1614.91,Small
14338.0,554.22,Small
14339.0,289.91,Small
14340.0,134.7,Small
14341.0,2166.38,Small
14342.0,607.71,Small
14344.0,889.93,Small
14345.0,108.98,Small
14346.0,1021.58,Small
14348.0,409.57,Small
14349.0,133.5,Small
14350.0,258.7,Small
14351.0,51.0,Small
14352.0,1078.96,Small
14353.0,90.6,Small
14354.0,163.62,Small
14355.0,174.4,Small
14356.0,666.94,Small
14357.0,225.77,Small
14359.0,882.58,Small
14360.0,2128.23,Small
14362.0,161.2,Small
14364.0,3717.35,Medium
14367.0,9167.82,Medium
14368.0,155.0,Small
14371.0,100.5,Small
14373.0,76.55,Small
14375.0,257.68,Small
14377.0,617.05,Small
14379.0,348.1,Small
14381.0,202.68,Small
14382.0,626.07,Small
14383.0,1247.69,Small
14385.0,202.11,Small
14386.0,142.4,Small
14387.0,1770.56,Small
14388.0,3172.04,Small
14389.0,999.72,Small
14390.0,4592.47,Medium
14393.0,67.95,Small
14395.0,3471.91,Small
14396.0,487.99,Small
14397.0,2556.68,Small
14400.0,559.7,Small
14401.0,4039.98,Medium
14403.0,1426.31,Small
14404.0,1434.72,Small
14406.0,156.75,Small
14407.0,2111.08,Small
14408.0,2606.53,Small
14409.0,1908.25,Small
14410.0,576.3,Small
14411.0,1063.0,Small
14412.0,761.33,Small
14413.0,122.7,Small
14414.0,1485.13,Small
14415.0,5811.56,Medium
14416.0,490.22,Small
14418.0,1937.25,Small
14419.0,1058.06,Small
14420.0,385.87,Small
14421.0,813.11,Small
14422.0,4263.64,Medium
14423.0,265.2,Small
14424.0,322.08,Small
14426.0,3918.9,Medium
14427.0,363.34,Small
14428.0,1230.14,Small
14431.0,397.76,Small
14432.0,2255.51,Small
14434.0,1372.8,Small
14436.0,89.06,Small
14437.0,-43.4,Small
14438.0,131.9,Small
14439.0,2661.24,Small
14440.0,2357.68,Small
14441.0,1545.14,Small
14442.0,1544.62,Small
14443.0,1400.88,Small
14446.0,1039.58,Small
14447.0,1163.23,Small
14448.0,375.35,Small
14449.0,907.1,Small
14450.0,483.25,Small
14451.0,662.59,Small
14452.0,264.44,Small
14453.0,119.93,Small
14456.0,3047.63,Small
14457.0,113.64,Small
14459.0,1837.92,Small
14460.0,383.34,Small
14461.0,2103.06,Small
14462.0,1965.9,Small
14463.0,529.62,Small
14465.0,1058.62,Small
14466.0,2272.4,Small
14467.0,598.76,Small
14470.0,461.19,Small
14472.0,1936.84,Small
14473.0,234.34,Small
14474.0,537.71,Small
14475.0,799.82,Small
14476.0,215.7,Small
14477.0,1307.81,Small
14479.0,316.25,Small
14480.0,279.05,Small
14481.0,636.51,Small
14482.0,2068.15,Small
14483.0,129.2,Small
14484.0,321.92,Small
14485.0,165.75,Small
14487.0,1183.58,Small
14488.0,1047.43,Small
14489.0,463.38,Small
14491.0,340.93,Small
14493.0,2362.84,Small
14494.0,139.56,Small
14495.0,123.8,Small
14496.0,538.81,Small
14497.0,457.47,Small
14498.0,1957.32,Small
14499.0,815.32,Small
14500.0,356.85,Small
14501.0,190.31,Small
14502.0,2351.02,Small
14503.0,3543.26,Medium
14504.0,673.26,Small
14505.0,5818.7,Medium
14506.0,2012.17,Small
14507.0,1368.18,Small
14508.0,276.42,Small
14511.0,1267.41,Small
14512.0,275.28,Small
14513.0,438.49,Small
14514.0,1055.35,Small
14515.0,2102.09,Small
14517.0,330.45,Small
14518.0,174.37,Small
14520.0,270.6,Small
14522.0,974.54,Small
14523.0,241.09,Small
14524.0,1867.68,Small
14525.0,4221.37,Medium
14527.0,7711.38,Medium
14528.0,364.22,Small
14529.0,620.04,Small
14530.0,2925.91,Small
14532.0,932.85,Small
14533.0,1812.62,Small
14534.0,4075.35,Medium
14535.0,2841.09,Small
14536.0,171.8,Small
14537.0,355.56,Small
14538.0,388.25,Small
14539.0,537.48,Small
14540.0,996.26,Small
14541.0,1461.65,Small
14542.0,103.25,Small
14543.0,2916.17,Small
14544.0,2024.45,Small
14546.0,2487.02,Small
14547.0,3986.74,Medium
14548.0,652.8,Small
14549.0,289.24,Small
14550.0,765.62,Small
14551.0,186.23,Small
14552.0,165.07,Small
14553.0,859.27,Small
14554.0,2381.04,Small
14555.0,324.14,Small
14557.0,0.0,Small
14560.0,2174.18,Small
14561.0,1080.76,Small
14562.0,4709.22,Medium
14565.0,3073.77,Small
14566.0,1432.0,Small
14567.0,1524.46,Small
14569.0,227.39,Small
14570.0,218.06,Small
14572.0,2803.69,Small
14573.0,1603.72,Small
14576.0,35.4,Small
14577.0,859.71,Small
14578.0,168.63,Small
14581.0,138.6,Small
14582.0,114.11,Small
14583.0,1052.55,Small
14584.0,1029.26,Small
14585.0,157.05,Small
14586.0,134.16,Small
14587.0,1598.24,Small
14589.0,39.75,Small
14591.0,1447.14,Small
14592.0,570.46,Small
14593.0,617.99,Small
14594.0,379.83,Small
14595.0,1740.6,Small
14597.0,883.15,Small
14598.0,221.97,Small
14600.0,393.33,Small
14601.0,213.96,Small
14603.0,660.0,Small
14606.0,11713.85,Medium
14607.0,11341.1,Medium
14608.0,1785.15,Small
14609.0,601.56,Small
14616.0,406.08,Small
14618.0,538.59,Small
14619.0,379.51,Small
14620.0,393.28,Small
14621.0,1765.76,Small
14622.0,320.58,Small
14623.0,869.35,Small
14624.0,225.85,Small
14625.0,848.48,Small
14626.0,2757.07,Small
14627.0,-21.85,Small
14628.0,671.96,Small
14629.0,939.21,Small
14631.0,1006.98,Small
14632.0,114.56,Small
14633.0,344.9,Small
14636.0,609.85,Small
14638.0,443.6,Small
14639.0,2952.34,Small
14640.0,2042.15,Small
14641.0,110.46,Small
14642.0,96.12,Small
14643.0,668.61,Small
14644.0,780.46,Small
14645.0,597.09,Small
14646.0,279489.02,Large
14647.0,243.22,Small
14649.0,1417.29,Small
14651.0,654.6,Small
14652.0,114.18,Small
14653.0,1947.55,Small
14655.0,1930.15,Small
14656.0,291.05,Small
14657.0,838.27,Small
14658.0,247.15,Small
14659.0,2456.53,Small
14660.0,285.74,Small
14661.0,107.95,Small
14662.0,771.17,Small
14664.0,637.89,Small
14665.0,1258.38,Small
14666.0,195.25,Small
14667.0,9231.2,Medium
14669.0,1269.99,Small
14670.0,411.53,Small
14672.0,765.55,Small
14673.0,1736.4,Small
14675.0,604.75,Small
14676.0,2543.24,Small
14679.0,-2.55,Small
14680.0,26932.34,Medium
14681.0,498.95,Small
14682.0,52.0,Small
14684.0,1236.28,Small
14687.0,628.38,Small
14688.0,5107.38,Medium
14689.0,112.8,Small
14690.0,358.61,Small
14691.0,2114.33,Small
14692.0,582.05,Small
14693.0,172.9,Small
14696.0,2070.97,Small
14697.0,188.61,Small
14698.0,1250.76,Small
14699.0,109.13,Small
14700.0,2235.3,Small
14701.0,2486.22,Small
14702.0,3250.64,Small
14703.0,318.17,Small
14704.0,1546.91,Small
14705.0,179.0,Small
14708.0,1096.67,Small
14709.0,4911.14,Medium
14710.0,606.13,Small
14711.0,2838.2,Small
14712.0,917.07,Small
14713.0,2664.26,Small
14714.0,160.19,Small
14715.0,867.38,Small
14716.0,329.68,Small
14719.0,1592.18,Small
14720.0,663.81,Small
14722.0,187.92,Small
14723.0,1158.3,Small
14725.0,718.08,Small
14727.0,268.58,Small
14729.0,313.49,Small
14730.0,2005.06,Small
14731.0,380.02,Small
14732.0,2686.34,Small
14733.0,9451.54,Medium
14735.0,5807.69,Medium
14737.0,1164.55,Small
14738.0,1289.94,Small
14739.0,3899.1,Medium
14740.0,1423.21,Small
14741.0,1400.34,Small
14744.0,1088.53,Small
14745.0,1167.16,Small
14747.0,294.3,Small
14748.0,1311.79,Small
14752.0,389.64,Small
14753.0,563.15,Small
14754.0,638.05,Small
14755.0,4965.38,Medium
14756.0,738.96,Small
14757.0,420.5,Small
14758.0,1484.06,Small
14759.0,1625.97,Small
14760.0,53.8,Small
14761.0,255.9,Small
14762.0,300.52,Small
14764.0,250.55,Small
14765.0,254.11,Small
14766.0,2423.07,Small
14768.0,139.5,Small
14769.0,10641.6,Medium
14770.0,876.42,Small
14772.0,139.26,Small
14775.0,1011.9,Small
14776.0,2195.58,Small
14777.0,-17.45,Small
14778.0,730.86,Small
14779.0,386.15,Small
14780.0,447.68,Small
14782.0,200.1,Small
14784.0,289.99,Small
14785.0,77.4,Small
14788.0,679.44,Small
14789.0,197.64,Small
14790.0,745.06,Small
14792.0,0.0,Small
14793.0,214.14,Small
14794.0,1272.11,Small
14795.0,131.45,Small
14796.0,7839.51,Medium
14798.0,173.74,Small
14799.0,157.7,Small
14800.0,4236.34,Medium
14801.0,193.14,Small
14803.0,845.55,Small
14804.0,353.27,Small
14805.0,554.65,Small
14806.0,193.39,Small
14808.0,2175.37,Small
14810.0,2087.88,Small
14813.0,155.43,Small
14815.0,778.5,Small
14816.0,271.85,Small
14817.0,1110.34,Small
14818.0,657.8,Small
14819.0,272.07,Small
14820.0,507.29,Small
14821.0,48.8,Small
14823.0,321.43,Small
14824.0,1127.71,Small
14825.0,2226.91,Small
14828.0,2139.76,Small
14829.0,644.65,Small
14830.0,197.13,Small
14834.0,1698.35,Small
14836.0,102.45,Small
14837.0,1641.2,Small
14840.0,62.85,Small
14841.0,3295.76,Small
14842.0,2456.8,Small
14844.0,3189.81,Small
14847.0,309.4,Small
14849.0,7904.28,Medium
14850.0,278.15,Small
14851.0,511.35,Small
14852.0,2836.69,Small
14853.0,463.05,Small
14854.0,2749.89,Small
14855.0,645.65,Small
14856.0,1311.38,Small
14857.0,1165.65,Small
14859.0,1352.04,Small
14860.0,168.62,Small
14861.0,125.79,Small
14862.0,841.2,Small
14863.0,266.76,Small
14865.0,52.2,Small
14866.0,14197.45,Medium
14867.0,701.33,Small
14868.0,2939.64,Small
14869.0,721.95,Small
14870.0,327.25,Small
14871.0,522.38,Small
14873.0,519.68,Small
14875.0,1448.72,Small
14878.0,1485.54,Small
14880.0,706.19,Small
14881.0,255.4,Small
14882.0,589.7,Small
14883.0,756.64,Small
14885.0,765.32,Small
14886.0,364.8,Small
14887.0,1862.0,Small
14888.0,369.2,Small
14889.0,135.9,Small
14890.0,125.65,Small
14891.0,554.38,Small
14893.0,1237.85,Small
14894.0,655.75,Small
14895.0,11020.26,Medium
14896.0,468.77,Small
14897.0,1366.38,Small
14898.0,1228.32,Small
14901.0,1414.99,Small
14902.0,314.11,Small
14903.0,2744.48,Small
14904.0,1025.44,Small
14905.0,599.9,Small
14907.0,3478.85,Small
14908.0,277.8,Small
14910.0,389.86,Small
14911.0,132572.62,Large
14912.0,841.52,Small
14913.0,1227.43,Small
14915.0,258.83,Small
14916.0,1264.84,Small
14918.0,1610.15,Small
14920.0,977.77,Small
14921.0,1316.07,Small
14923.0,749.1,Small
14924.0,310.05,Small
14929.0,223.88,Small
14930.0,2372.86,Small
14931.0,964.68,Small
14932.0,363.53,Small
14934.0,1888.84,Small
14935.0,1784.71,Small
14936.0,8117.42,Medium
14937.0,1617.63,Small
14944.0,5842.95,Medium
14946.0,100.9,Small
14947.0,290.82,Small
14948.0,1066.57,Small
14950.0,361.25,Small
14951.0,311.69,Small
14952.0,7912.79,Medium
14953.0,289.82,Small
14954.0,336.17,Small
14957.0,58.49,Small
14958.0,499.68,Small
14959.0,684.97,Small
14960.0,221.27,Small
14961.0,7006.58,Medium
14962.0,126.7,Small
14963.0,1487.8,Small
14964.0,206.21,Small
14965.0,599.0,Small
14966.0,191.32,Small
14967.0,463.8,Small
14968.0,147.59,Small
14970.0,1592.06,Small
14971.0,1116.57,Small
14972.0,114.77,Small
14973.0,1314.45,Small
14974.0,114.39,Small
14975.0,279.94,Small
14976.0,765.86,Small
14978.0,1931.42,Small
14981.0,102.12,Small
14984.0,213.27,Small
14985.0,296.75,Small
14987.0,326.4,Small
14988.0,334.54,Small
14995.0,233.23,Small
14997.0,540.98,Small
14998.0,429.87,Small
15000.0,490.52,Small
15002.0,1641.76,Small
15004.0,1246.32,Small
15005.0,6180.49,Medium
15006.0,502.09,Small
15007.0,156.91,Small
15009.0,1261.78,Small
15010.0,308.94,Small
15012.0,423.04,Small
15014.0,260.17,Small
15016.0,170.04,Small
15017.0,125.58,Small
15018.0,456.26,Small
15019.0,266.0,Small
15021.0,1872.28,Small
15022.0,905.04,Small
15023.0,6763.16,Medium
15024.0,1661.33,Small
15025.0,377.01,Small
15026.0,469.0,Small
15027.0,1051.95,Small
15028.0,627.13,Small
15030.0,518.28,Small
15031.0,668.14,Small
15032.0,4464.1,Medium
15033.0,2571.02,Small
15034.0,4277.66,Medium
15035.0,252.73,Small
15036.0,465.55,Small
15038.0,665.59,Small
15039.0,19786.44,Medium
15041.0,180.35,Small
15042.0,135.93,Small
15043.0,537.0,Small
15044.0,7629.38,Medium
15045.0,633.66,Small
15046.0,5064.01,Medium
15047.0,343.62,Small
15048.0,380.57,Small
15049.0,121.17,Small
15050.0,1727.17,Small
15051.0,1391.61,Small
15052.0,215.78,Small
15053.0,697.79,Small
15054.0,302.1,Small
15057.0,1489.5,Small
15058.0,2124.99,Small
15059.0,1325.82,Small
15060.0,303.09,Small
15061.0,54228.74,Large
15062.0,987.86,Small
15063.0,370.8,Small
15065.0,3135.98,Small
15066.0,760.59,Small
15067.0,1744.76,Small
15068.0,553.36,Small
15069.0,1109.53,Small
15070.0,106.2,Small
15071.0,982.07,Small
15073.0,612.43,Small
15074.0,748.87,Small
15075.0,773.03,Small
15076.0,880.85,Small
15078.0,9623.35,Medium
15079.0,893.66,Small
15081.0,487.35,Small
15083.0,88.2,Small
15087.0,306.94,Small
15088.0,1140.27,Small
15089.0,2420.84,Small
15090.0,381.32,Small
15091.0,476.96,Small
15092.0,457.81,Small
15093.0,4410.14,Medium
15095.0,1364.7,Small
15096.0,219.39,Small
15097.0,248.08,Small
15098.0,649.5,Small
15099.0,410.48,Small
15100.0,635.1,Small
15101.0,310.03,Small
15103.0,703.36,Small
15104.0,1002.54,Small
15105.0,2298.93,Small
15106.0,1407.73,Small
15107.0,247.66,Small
15108.0,1291.75,Small
15109.0,463.75,Small
15110.0,970.25,Small
15111.0,1567.48,Small
15113.0,3439.41,Small
15114.0,2760.56,Small
15115.0,340.11,Small
15116.0,1352.75,Small
15117.0,1550.13,Small
15118.0,244.8,Small
15119.0,266.4,Small
15120.0,343.82,Small
15121.0,457.72,Small
15122.0,1612.13,Small
15123.0,2199.31,Small
15124.0,184.19,Small
15125.0,11117.05,Medium
15127.0,406.53,Small
15128.0,1419.54,Small
15129.0,3447.4,Small
15130.0,330.11,Small
15132.0,977.93,Small
15133.0,982.42,Small
15134.0,1387.99,Small
15135.0,127.15,Small
15136.0,1282.45,Small
15139.0,178.96,Small
15140.0,2350.0,Small
15142.0,498.74,Small
15143.0,259.45,Small
15144.0,6530.04,Medium
15145.0,1194.73,Small
15146.0,1313.66,Small
15147.0,608.65,Small
15148.0,301.29,Small
15149.0,520.8,Small
15150.0,5303.97,Medium
15152.0,4684.24,Medium
15153.0,329.25,Small
15154.0,240.27,Small
15156.0,961.49,Small
15157.0,1869.5,Small
15158.0,401.4,Small
15159.0,18573.68,Medium
15160.0,158.16,Small
15163.0,304.47,Small
15164.0,843.05,Small
15165.0,487.75,Small
15167.0,163.0,Small
15168.0,106.56,Small
15171.0,1034.5,Small
15172.0,1624.05,Small
15174.0,135.75,Small
15175.0,224.14,Small
15178.0,40.5,Small
15179.0,2186.2,Small
15180.0,87.5,Small
15181.0,680.28,Small
15182.0,622.85,Small
15184.0,406.76,Small
15185.0,310.62,Small
15186.0,411.41,Small
15187.0,4670.08,Medium
15189.0,15802.14,Medium
15192.0,1044.32,Small
15193.0,499.32,Small
15194.0,7521.17,Medium
15195.0,3861.0,Medium
15197.0,656.44,Small
15198.0,193.64,Small
15199.0,1268.7,Small
15201.0,927.84,Small
15203.0,1827.8,Small
15204.0,316.58,Small
15205.0,648.83,Small
15206.0,420.3,Small
15208.0,867.62,Small
15210.0,331.18,Small
15211.0,894.41,Small
15212.0,88.95,Small
15213.0,325.05,Small
15214.0,1661.44,Small
15215.0,615.99,Small
15216.0,96.6,Small
15218.0,5756.89,Medium
15219.0,305.75,Small
15220.0,1758.92,Small
15221.0,114.1,Small
15222.0,585.0,Small
15223.0,454.9,Small
15224.0,310.48,Small
15225.0,409.4,Small
15226.0,154.41,Small
15227.0,1219.4,Small
15228.0,3376.96,Small
15230.0,429.6,Small
15232.0,612.06,Small
15234.0,197.0,Small
15235.0,2247.51,Small
15236.0,321.05,Small
15237.0,1412.32,Small
15238.0,1056.54,Small
15239.0,764.34,Small
15240.0,1685.57,Small
15241.0,1738.59,Small
15243.0,316.68,Small
15244.0,631.57,Small
15245.0,2515.84,Small
15246.0,514.15,Small
15247.0,356.0,Small
15249.0,6657.36,Medium
15251.0,10327.11,Medium
15252.0,740.78,Small
15253.0,915.3,Small
15254.0,300.36,Small
15255.0,890.85,Small
15256.0,98.45,Small
15257.0,232.15,Small
15258.0,623.16,Small
15260.0,1780.77,Small
15261.0,254.82,Small
15262.0,178.95,Small
15263.0,156.51,Small
15264.0,393.74,Small
15265.0,1506.12,Small
15266.0,119.3,Small
15267.0,1717.36,Small
15269.0,408.8,Small
15270.0,2298.2,Small
15271.0,2485.82,Small
15272.0,721.94,Small
15274.0,716.57,Small
15275.0,609.19,Small
15276.0,135.31,Small
15277.0,255.9,Small
15279.0,277.41,Small
15280.0,113.12,Small
15281.0,2239.95,Small
15286.0,240.55,Small
15287.0,485.24,Small
15288.0,2306.52,Small
15289.0,935.1,Small
15290.0,7803.77,Medium
15291.0,4596.51,Medium
15292.0,180.94,Small
15296.0,3610.31,Medium
15297.0,635.04,Small
15298.0,3774.1,Medium
15299.0,3787.09,Medium
15300.0,496.44,Small
15301.0,5028.12,Medium
15303.0,574.02,Small
15304.0,680.3,Small
15306.0,1174.35,Small
15307.0,205.3,Small
15308.0,302.27,Small
15311.0,59419.34,Large
15312.0,921.1,Small
15313.0,52.0,Small
15314.0,327.97,Small
15315.0,551.54,Small
15316.0,165.0,Small
15318.0,312.62,Small
15319.0,204.5,Small
15320.0,267.13,Small
15321.0,2650.73,Small
15322.0,602.97,Small
15325.0,162.29,Small
15326.0,311.71,Small
15327.0,208.75,Small
15329.0,1005.5,Small
15330.0,714.96,Small
15332.0,1661.06,Small
15333.0,1028.56,Small
15334.0,351.67,Small
15335.0,173.97,Small
15339.0,557.57,Small
15341.0,2020.52,Small
15342.0,391.76,Small
15343.0,364.5,Small
15344.0,476.58,Small
15345.0,367.69,Small
15346.0,252.42,Small
15347.0,201.6,Small
15348.0,158.04,Small
15349.0,473.81,Small
15350.0,115.65,Small
15351.0,1862.14,Small
15353.0,777.02,Small
15355.0,277.05,Small
15356.0,2766.5,Small
15358.0,8234.8,Medium
15360.0,427.93,Small
15361.0,418.92,Small
